100	1.5999999999974367e-07	1.5000000000015002e-07	1.599999999990498e-07	1.6000000000043758e-07
200	1.8000000000101268e-07	1.6000000000043758e-07	1.6000000000113145e-07	1.7000000000003125e-07
300	1.6000000000182536e-07	1.8000000000101268e-07	1.8000000000101268e-07	1.6999999999794956e-07
400	1.8000000000101268e-07	1.6999999999933734e-07	1.599999999990498e-07	1.7000000000072513e-07
500	3.099999999991998e-07	1.9999999999742445e-07	1.7000000000072513e-07	1.5000000000015002e-07
600	1.3999999999986245e-07	1.7999999999823714e-07	1.700000000021129e-07	1.7999999999684935e-07
700	1.5000000000153778e-07	1.400000000040258e-07	1.6999999999933734e-07	1.9000000000268801e-07
800	1.699999999965618e-07	1.6000000000182536e-07	1.599999999990498e-07	2.2999999999828714e-07
900	1.5999999999627422e-07	1.9000000000268801e-07	1.7000000000488845e-07	1.6999999999933734e-07
1000	1.6999999999933734e-07	1.599999999990498e-07	1.6999999999378623e-07	1.600000000046009e-07
1100	1.599999999990498e-07	1.799999999996249e-07	1.6999999999933734e-07	1.6999999999933734e-07
1200	1.599999999990498e-07	1.9999999999464891e-07	2.199999999841218e-07	1.5000000000986446e-07
1300	1.6999999998823512e-07	2.099999999782831e-07	2.0999999998938535e-07	1.9999999997244445e-07
1400	1.8999999998881023e-07	1.8999999998881023e-07	2.2000000000632624e-07	2.1000000002269204e-07
1500	1.5999999999349868e-07	1.8000000003848272e-07	2.3000000002326714e-07	2.1999999992861065e-07
1600	1.7999999990525595e-07	2.899999999916858e-07	2.1999999997301955e-07	2.599999999963742e-07
1700	2.3000000006767607e-07	2.3000000000106268e-07	2.3000000006767607e-07	2.0999999994497642e-07
1800	1.9000000006652584e-07	2.499999999683311e-07	2.3000000006767607e-07	2.2000000008404185e-07
1900	1.7000000007705296e-07	2.099999999671809e-07	3.100000000255676e-07	2.2000000003963295e-07
2000	1.9999999993913776e-07	2.100000000115898e-07	2.3000000006767607e-07	1.9999999989472883e-07
2100	1.7999999983864258e-07	2.2999999997885824e-07	2.1000000005599873e-07	2.000000000723645e-07
2200	1.59999999960192e-07	1.9000000004432138e-07	2.1000000005599873e-07	2.2000000003963295e-07
2300	2.0999999992277196e-07	1.9999999998354667e-07	1.9999999993913776e-07	2.2000000008404185e-07
2400	1.8000000006068718e-07	2.3000000002326714e-07	2.1000000014481656e-07	2.1999999999522402e-07
2500	2.1999999999522402e-07	2.799999998970293e-07	2.0999999987836305e-07	2.099999999671809e-07
2600	1.6999999985500835e-07	2.4000000005131027e-07	2.500000000793534e-07	2.099999999671809e-07
2700	1.700000001214619e-07	2.4000000005131027e-07	2.1999999999522402e-07	2.1000000005599873e-07
2800	1.7999999988305148e-07	2.2000000008404185e-07	2.3000000002326714e-07	2.3999999996249246e-07
2900	1.7999999988305148e-07	2.299999999344493e-07	2.2000000008404185e-07	2.1999999990640618e-07
3000	1.7000000021027973e-07	2.600000001962144e-07	2.49999999724082e-07	2.099999999671809e-07
3100	1.999999998503199e-07	2.099999999671809e-07	2.3000000002326714e-07	2.1000000032245226e-07
3200	2.2999999984563147e-07	2.3000000002326714e-07	2.3999999978485673e-07	2.099999999671809e-07
3300	1.7999999997186932e-07	2.099999999671809e-07	2.3000000002326714e-07	2.500000000793534e-07
3400	2.1999999972877048e-07	2.3999999996249246e-07	2.099999997895452e-07	2.3999999978485673e-07
3500	1.8000000014950502e-07	2.2999999984563147e-07	2.1999999990640618e-07	2.3999999996249246e-07
3600	1.9000000026636598e-07	2.500000000793534e-07	2.099999999671809e-07	2.3999999996249246e-07
3700	1.7000000003264403e-07	2.2999999984563147e-07	2.699999996025326e-07	2.2999999984563147e-07
3800	1.900000000887303e-07	2.4000000067303515e-07	2.2000000043931323e-07	2.3000000020090284e-07
3900	1.7999999997186932e-07	2.3999999996249246e-07	2.500000000793534e-07	1.999999998503199e-07
4000	2.0000000056086265e-07	2.400000003177638e-07	2.1000000032245226e-07	2.0000000020559127e-07
4100	1.800000003271407e-07	2.2000000008404185e-07	2.099999999671809e-07	2.400000003177638e-07
4200	1.7999999961659797e-07	2.3000000020090284e-07	2.499999993688107e-07	2.1999999972877048e-07
4300	1.8000000068241206e-07	2.300000005561742e-07	2.6000000090675713e-07	1.9999999949504855e-07
4400	1.7999999961659797e-07	2.1999999972877048e-07	2.300000005561742e-07	2.2000000008404185e-07
4500	1.6999999985500835e-07	3.0999999935943377e-07	2.3999999996249246e-07	2.2999999984563147e-07
4600	1.999999998503199e-07	2.3999999960722106e-07	2.3999999960722106e-07	1.900000000887303e-07
4700	2.399999992519497e-07	2.4000000067303515e-07	2.1999999972877048e-07	2.899999998362546e-07
